rep,id,r,g,b,X,Y,Z
1,94,108,86,78,0.05124326411118135,0.04756982989367111,0.03133685742066064
1,95,250,255,152,0.37951309121411586,0.45498359716812475,0.125534991479892
1,96,148,41,35,0.0832988356598582,0.045950579586227995,0.0056640307366377755
1,97,3,129,243,0.08649349964104315,0.08917550606777087,0.38899526493364944
1,98,6,94,134,0.029261524525874712,0.04223154275936936,0.10068923243919378
1,99,147,246,81,0.18489335522516856,0.3619878547031901,0.04673685814042474
1,100,253,32,234,0.316631464746274,0.1619363514083731,0.3334040647290644
1,101,108,137,60,0.06654075145942444,0.09784192569339456,0.020510033733884804
1,102,82,16,106,0.030299926211515928,0.015934896214220957,0.059446139751155404
1,103,196,165,188,0.20478039800890532,0.18657575524647624,0.2066551501895619
1,104,169,113,7,0.12601165524658872,0.1025077839021406,0.0033925201232483386
1,105,60,216,207,0.12672704536693094,0.2412745647253393,0.2678015839507925
1,106,42,48,16,0.007780951510595437,0.010305443638147305,0.0018304514548156817
1,107,187,153,198,0.1866742171468606,0.16201800356847576,0.23484483495134567
1,108,210,78,125,0.19913534072030453,0.11473225950313148,0.07867086639069104
1,109,68,231,169,0.13127032166952993,0.28865441713699347,0.16986037587939642
1,110,125,98,251,0.11624588334014588,0.07868482420910881,0.4115277798720624
1,111,235,199,42,0.29866354071455026,0.295230675403755,0.016837171483896008
1,112,133,31,144,0.07751500682865817,0.04121576061022779,0.1147398127769711
1,113,20,182,70,0.06276491589343286,0.16647893216344842,0.03146537594277102
1,114,30,17,200,0.0448909316681914,0.023471657604408305,0.25285528548890446
1,115,136,184,30,0.11726360377285625,0.19035768350885476,0.013099516263209971
1,116,229,111,164,0.25267260494712807,0.1574803918636243,0.1457292663830643
1,117,112,198,114,0.11181466408915917,0.20980596329182136,0.07408719532202356
1,118,73,64,37,0.021670316074769037,0.0222657763566185,0.007150913999175976
1,119,223,233,241,0.3057732012832474,0.3429335798723291,0.35574056209149696
1,120,177,62,72,0.1294831171105966,0.07455450560339197,0.024094862249586103
1,121,40,150,158,0.06092554389323459,0.1077536082152558,0.1457775477257119
1,122,50,127,94,0.03779038868649644,0.07319220142793961,0.04899473531446826
1,123,167,214,136,0.18315903513706439,0.2709589451533393,0.10330540307723671
1,124,201,2,50,0.1741357499071332,0.08829413817445936,0.010604932341607217
1,125,95,168,228,0.11307074014905145,0.14418917361251465,0.33191009735374777
1,126,102,46,178,0.06278694892404514,0.0362521041068784,0.1898388620392622
1,127,239,135,100,0.2806012328227683,0.1935664847640168,0.0484230015969207
1,128,158,81,221,0.13366955040094494,0.08102531377556253,0.3071352231090745
1,129,8,248,9,0.128811984220487,0.3635226901411191,0.02251027787823368
1,130,10,27,180,0.034845292519627216,0.019311857354958238,0.19823266663318867
1,131,159,179,100,0.14488954743461452,0.18988391909451854,0.05556033316341655
1,132,241,100,217,0.287828917719513,0.16577233929060362,0.2811015011319284
1,133,104,205,15,0.10645649434639892,0.22891579218929578,0.013781764106062671
1,134,94,75,89,0.040842058019740154,0.03606712595262685,0.04221040218921351
1,135,200,225,143,0.24358725723256064,0.32072596066746684,0.11300496351059554
1,136,165,53,53,0.10877357568736239,0.06174736062102462,0.01268275169439817
1,137,48,156,227,0.09202037670849196,0.12025904036754989,0.33128579662495466
1,138,38,116,35,0.024562366192251474,0.058113618643169176,0.00894180334341351
1,139,175,220,245,0.2190547387736336,0.2759916704113577,0.3777877311619982
1,140,221,10,79,0.22038395093333424,0.11191939347861689,0.028011578702275185
1,141,72,163,153,0.07490891081824227,0.13107907479556774,0.13543632960309404
1,142,113,38,207,0.08067710445789182,0.04337097932382338,0.2693010204574968
1,143,231,140,26,0.26091748979650004,0.19156548603930984,0.006920027368886648
1,144,137,91,163,0.0936605685130044,0.068662838039953,0.15253862852101424
1,145,32,242,117,0.1269080773117372,0.329918736178893,0.08278090183477672
1,146,18,85,251,0.07855773924879733,0.05525481835836308,0.41788272109866503
1,147,132,252,45,0.17525386213575325,0.3790912573036869,0.02864354172371524
1,148,233,44,151,0.2546562078522702,0.13239007287047702,0.11996224285092978
1,149,124,130,65,0.07697745719957873,0.09441225635761911,0.022945409964388888
