output_id,base_color_id,description,target_order,level_rank,level_index,offset_steps,offset_L,grey_L,grey_u,grey_v,delta_L,delta_U,delta_V,target_L,target_u,target_v,target_X,target_Y,target_Z,pred_r_float,pred_g_float,pred_b_float,pred_r_int,pred_g_int,pred_b_int,in_gamut,out_of_gamut_channels
31,30,MAGENTA handle,30,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,25.747315636789907,-45.457538179388486,62.988231990194976,24.604390160355848,-89.87054135187546,0.16388851947738658,0.11909789677105893,0.3268350275657526,179.25555601716042,133.28421207144856,223.94827142357826,179,133,224,True,0
32,31,"between MAGENTA and RED, step 1 of 5",31,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,31.865350191240974,-39.06594328619278,62.988231990194976,30.722424714806916,-83.47894645867974,0.16582384397445832,0.11909789677105893,0.3057745257608731,181.8344396352768,131.26012908294797,217.1139657497406,182,131,217,True,0
33,32,"between MAGENTA and RED, step 2 of 5",32,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,36.844534822680856,-31.75221971371464,62.988231990194976,35.7016093462468,-76.1652228862016,0.16621175290424037,0.11909789677105893,0.2833067806131048,183.25713269412518,130.29445745050907,209.34101924300194,183,130,209,True,0
34,33,"between MAGENTA and RED, step 3 of 5",33,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,40.67058549746032,-23.77449019192862,62.988231990194976,39.527660021026264,-68.18749336441559,0.16527536399984424,0.11909789677105893,0.260412573974563,183.67805510759354,130.28090357780457,200.90209007263184,184,130,201,True,0
35,34,"between MAGENTA and RED, step 4 of 5",34,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,43.35023105478317,-15.342270331419808,62.988231990194976,42.207305578349114,-59.75527350390678,0.16322560029331654,0.11909789677105893,0.2377886896719577,183.25549878180027,131.0543079022318,192.07188829779625,183,131,192,True,0
36,35,"between MAGENTA and RED, step 5 of 5",35,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,44.893355933513675,-6.630118031468575,62.988231990194976,43.75043045707962,-51.04312120395554,0.1602443971813366,0.11909789677105893,0.21592191509403272,182.14342765510082,132.43258941918612,183.1539948284626,182,132,183,True,0
37,0,RED handle,0,1,1,-4,-8.0,64.98823199019498,-1.14292547643406,-44.41300317248697,0.0,45.30400801666679,2.2081055997562062,64.98823199019498,44.161082540232734,-42.20489757273076,0.16691608955785475,0.1283756535686462,0.20755888612559742,185.3389535844326,140.15017289668322,179.85390231013298,185,140,180,True,0
38,1,"between RED and YELLOW, step 1 of 5",1,1,1,-4,-8.0,64.98823199019498,-1.14292547643406,-44.41300317248697,0.0,44.57649568487194,11.025903391501387,64.98823199019498,43.43357020843788,-33.38709978098558,0.16234944118030353,0.1283756535686462,0.18741283230925768,183.10669116675854,142.0237934589386,171.3715984672308,183,142,171,True,0
39,2,"between RED and YELLOW, step 2 of 5",2,1,1,-4,-8.0,64.98823199019498,-1.14292547643406,-44.41300317248697,0.0,42.694740102813135,19.671239013587495,64.98823199019498,41.55181462637908,-24.74176415889947,0.15718418930942266,0.1283756535686462,0.16887428213977396,180.4838591068983,144.06046707183123,163.68224747478962,180,144,164,True,0
40,3,"between RED and YELLOW, step 3 of 5",3,1,1,-4,-8.0,64.98823199019498,-1.14292547643406,-44.41300317248697,0.0,39.63477568334325,27.97301291083334,64.98823199019498,38.49185020690919,-16.439990261653627,0.15150297497174017,0.1283756535686462,0.15216865579277164,177.5340697914362,146.17715869098902,156.99142780154943,178,146,157,True,0
41,4,"between RED and YELLOW, step 4 of 5",4,1,1,-4,-8.0,64.98823199019498,-1.14292547643406,-44.41300317248697,0.0,35.372040056783476,35.726200453279866,64.98823199019498,34.22911458034942,-8.686802719207101,0.14538134514558623,0.1283756535686462,0.137548479572905,174.2809921503067,148.3190543577075,151.32342014461756,174,148,151,True,0
42,5,"between RED and YELLOW, step 5 of 5",5,1,1,-4,-8.0,64.98823199019498,-1.14292547643406,-44.41300317248697,0.0,29.897177811347095,42.67664759608468,64.98823199019498,28.754252334913037,-1.736355576402289,0.13890117749902217,0.1283756535686462,0.12532188270643727,170.70885322988033,150.45399639755487,146.58364947885275,171,150,147,True,0
43,6,YELLOW handle,6,1,1,-4,-8.0,64.98823199019498,-1.14292547643406,-44.41300317248697,0.0,23.245838369923515,48.51124404491406,64.98823199019498,22.102912893489457,4.098240872427091,0.1321697106525414,0.1283756535686462,0.11586923178770035,166.76710434257984,152.56383318454027,142.74186657741666,167,153,143,True,0
