id	x	y	z
0	0.17199999999999993	0.17029999999999998	0.2829999999999997
1	0.15648151212371483	0.11909789677105893	0.19515739043347968
2	0.1520574167955483	0.11909789677105893	0.17575380957245512
3	0.14706881081806106	0.11909789677105893	0.15792718913036172
4	0.14159574578950093	0.11909789677105893	0.14188709229997895
5	0.13571086452543105	0.11909789677105893	0.12786844565079522
6	0.1294922820090931	0.11909789677105893	0.11615902050729515
7	0.12304173989797719	0.11909789677105893	0.10711553672764325
8	0.11650669282155314	0.11909789677105893	0.1011486175888275
9	0.11009557405183244	0.11909789677105893	0.09864718720856971
10	0.10406401130331738	0.11909789677105893	0.09983979309472553
11	0.09866089204264615	0.11909789677105893	0.10467286113718972
12	0.09406692843934802	0.11909789677105893	0.11282074579870496
13	0.0903740972042702	0.11909789677105893	0.1238215481273153
14	0.08760890583960973	0.11909789677105893	0.13721766694179283
15	0.08576775230812972	0.11909789677105893	0.15262483474907418
16	0.08484279003628162	0.11909789677105893	0.16973893018807537
17	0.08483542812364263	0.11909789677105893	0.18831367773687877
18	0.0857615554565756	0.11909789677105893	0.2081296038422477
19	0.0876521292625318	0.11909789677105893	0.22896074365180288
20	0.09055073466965902	0.11909789677105893	0.2505384802134152
21	0.09450790386268258	0.11909789677105893	0.27250915592748176
22	0.0995703347861758	0.11909789677105893	0.29438166846595226
23	0.10576135269653746	0.11909789677105893	0.3154636148870934
24	0.11304730515652722	0.11909789677105893	0.3347935462791022
25	0.12128552569268777	0.11909789677105893	0.3511006731319791
26	0.13016031651211282	0.11909789677105893	0.36286790808482194
27	0.1391436221497087	0.11909789677105893	0.3686086644538038
28	0.14755044584272592	0.11909789677105893	0.36737416504278214
29	0.15471952143909218	0.11909789677105893	0.3592143483771074
30	0.16021353367217955	0.11909789677105893	0.34517630843295877
31	0.16388851947738658	0.11909789677105893	0.3268350275657526
32	0.16582384397445832	0.11909789677105893	0.3057745257608731
33	0.16621175290424037	0.11909789677105893	0.2833067806131048
34	0.16527536399984424	0.11909789677105893	0.260412573974563
35	0.16322560029331654	0.11909789677105893	0.2377886896719577
