step,train_total_loss,train_data_loss,train_mae_rgb,train_rmse_rgb,test_data_loss,test_mae_rgb,test_rmse_rgb
2700.0,0.0061419326812028885,0.003251699497923255,5.1405888410017795,7.268788475434098,0.0038677852135151625,5.604733473242959,7.929419716825135
2800.0,0.006051657721400261,0.0031762567814439535,5.055552843027959,7.183810630639272,0.0038127629086375237,5.577621409882947,7.87281660685932
2900.0,0.005981994792819023,0.0031156183686107397,4.9958897180894075,7.114866222414591,0.003770681796595454,5.592108179310647,7.829249801342059
3000.0,0.005997445899993181,0.0031603972893208265,5.087249178641165,7.167235919048935,0.0040022097527980804,6.0812496215415495,8.066035922853594
3100.0,0.005886507220566273,0.003030096646398306,4.928227703267088,7.016630925901034,0.003720545908436179,5.588598989357706,7.777026521815725
3200.0,0.005844130180776119,0.002994588576257229,4.898260442952591,6.975437930399017,0.0037008514627814293,5.569477704547656,7.756415423244391
3300.0,0.00581004936248064,0.0029660991858690977,4.868485095161531,6.941872012924942,0.0036325594410300255,5.437305397606299,7.684517674154855
3400.0,0.005759797990322113,0.0029293543193489313,4.83928976316074,6.899049957729969,0.003670723410323262,5.5198887065829085,7.724779140579589
3500.0,0.0057171182706952095,0.0028986730612814426,4.8126935008778755,6.86283064471501,0.0036620597820729017,5.49644975203167,7.7156573606573575
3600.0,0.00567634217441082,0.002870569471269846,4.789827263793321,6.82949310858856,0.003662931500002742,5.484996607798773,7.716575330094758
3700.0,0.005638127215206623,0.0028451860416680574,4.767579687434697,6.799236080876297,0.0036620059981942177,5.463713225811564,7.715600935668585
3800.0,0.0056740096770226955,0.0028645081911236048,4.7938818279833155,6.823123544067654,0.0038670923095196486,5.817281587786662,7.928709158733064
3900.0,0.005576771683990955,0.0028059817850589752,4.734634031344343,6.7523632585075255,0.003690792014822364,5.460379960128598,7.7458665973536105
4000.0,0.005555691197514534,0.0027925518807023764,4.724127141551494,6.736304444311736,0.003709437558427453,5.464084554353677,7.765407710575764
4100.0,0.005541573744267225,0.002783163683488965,4.721903859824718,6.725146165485174,0.0037010791711509228,5.441000644589723,7.75665398135673
4200.0,0.005529876332730055,0.0027750707231462,4.712702892884543,6.71547356027236,0.0037373416125774384,5.470032246227169,7.79456044596509
4300.0,0.005543655715882778,0.0027885448653250933,4.7561998903785865,6.732036690961184,0.003606820711866021,5.346242164921326,7.65724411908088
4400.0,0.0055154478177428246,0.002763632219284773,4.705546480831259,6.701882914633535,0.003747428534552455,5.465483914203812,7.805071730685516
4500.0,0.005510103888809681,0.002758763497695327,4.7022032833257175,6.696087655613108,0.003747696755453944,5.460813620105101,7.80535108785911
4600.0,0.005505600944161415,0.002754501299932599,4.698588796616316,6.6910169690143775,0.0037532050628215075,5.46421701194615,7.811084983374772
4700.0,0.005501479841768742,0.0027502886950969696,4.695481130016829,6.685975602519391,0.003748903749510646,5.455771240273155,7.806607763024947
4800.0,0.005555333569645882,0.0027963020838797092,4.777838354460136,6.741087080785019,0.003586564213037491,5.177398040941625,7.635712128264048
4900.0,0.005494077689945698,0.0027421845588833094,4.688308624369782,6.676262016011012,0.003742797998711467,5.445068547214356,7.800248240691668
5000.0,0.005490590818226337,0.002738008741289377,4.683922713980148,6.671237538795972,0.003738744417205453,5.43963294795766,7.796023133402955
5100.0,0.005487249698489904,0.002733976813033223,4.678710220696284,6.666346230388794,0.0037363064475357533,5.427610011389738,7.793480371262618
5200.0,0.00548391230404377,0.002729310654103756,4.674235460518782,6.660737158136969,0.003725605783984065,5.425924537942693,7.782312615999537
5300.0,0.005497142672538757,0.0027316100895404816,4.670454556203826,6.663694676144376,0.00378814828582108,5.532111198835385,7.847362552682392
5400.0,0.00547744007781148,0.0027199650648981333,4.662250112169336,6.649415082465618,0.0037054854910820723,5.407451857217691,7.761270337923688
5500.0,0.005474213510751724,0.0027149543166160583,4.655271222286306,6.643323461743072,0.0036919063422828913,5.395223067750016,7.747035947274071
5600.0,0.005471253767609596,0.002710183383896947,4.649257356001719,6.637530813245976,0.0036753250751644373,5.38880303681233,7.729618936874619
5700.0,0.005467979237437248,0.002704642014577985,4.640669483486563,6.630750497439568,0.0036623866762965918,5.369135528013834,7.716001784459457
5800.0,0.00546952523291111,0.0027370068710297346,4.7054224271004745,6.669880936865468,0.0035078648943454027,5.106122437495894,7.551473032607544
5900.0,0.005461597815155983,0.0026938384398818016,4.624380537762341,6.617516799539814,0.0036301538348197937,5.3401016492344855,7.681972370091974
6000.0,0.005458034574985504,0.0026880549266934395,4.61592724757821,6.610396353973803,0.0036104582250118256,5.321681616892521,7.661104658252569
6100.0,0.005455042235553265,0.002682777587324381,4.608067652496544,6.6037314753683285,0.003585492493584752,5.265025539731141,7.634570888801276
6200.0,0.005449396558105946,0.0026750005781650543,4.598524177554581,6.593950117146882,0.003571688663214445,5.283750320202671,7.619860743400417
6300.0,0.00544598326086998,0.002669401466846466,4.58429744841255,6.586744826854552,0.0035860384814441204,5.257908466776523,7.635152451388218
6400.0,0.005437243264168501,0.0026586183812469244,4.571926305004292,6.572762193337735,0.0035264205653220415,5.232821775057043,7.571419263305712
6500.0,0.00543054798617959,0.0026499696541577578,4.556234418208607,6.5619370920010756,0.003528405912220478,5.218746746463391,7.573549742065061
6600.0,0.0054488349705934525,0.002668362343683839,4.597116220994266,6.580638094028798,0.003361215116456151,5.03223687169763,7.391939357766892
6700.0,0.005413747392594814,0.0026294239796698093,4.525092471977006,6.5360495744316776,0.003458297112956643,5.139971672634904,7.497929562846143
6800.0,0.005469906143844128,0.00270041823387146,4.682942051444272,6.62556816020592,0.0038042727392166853,5.719199638335137,7.864046073314853
6900.0,0.0054082125425338745,0.0026260295417159796,4.524832707950501,6.532535724923363,0.003422697074711323,5.034366931184195,7.459238251966704
7000.0,0.005399588495492935,0.002619931474328041,4.5333830102277854,6.525806255312628,0.0035290904343128204,5.2138016623212025,7.574284600334972
7100.0,0.0053960480727255344,0.002613379620015621,4.5118148438804955,6.516247643669973,0.0033365797717124224,5.057460436093,7.364800556473238
7200.0,0.0053983936086297035,0.0026073860935866833,4.505755762219153,6.50920724537026,0.0033262695651501417,5.031060905409201,7.353412814022376
7300.0,0.005380528979003429,0.0026032389141619205,4.511514746140757,6.50472738098321,0.003418300300836563,5.11671829536014,7.454445188873645
7400.0,0.00549091212451458,0.0027081191074103117,4.674524549183229,6.631527046665697,0.0032523414120078087,4.752025581159008,7.271236870374606
7500.0,0.005367085337638855,0.0025974896270781755,4.520052424016305,6.4973787738430255,0.0034101982600986958,5.207283572468441,7.445605771863946
7600.0,0.005361763760447502,0.002598029328510165,4.531432858635844,6.498069851448686,0.0034018056467175484,5.211966197763104,7.436438290771732
7700.0,0.005355989560484886,0.0025985785759985447,4.540779076568368,6.498811900366718,0.0033958975691348314,5.251106926046002,7.429977756359586
7800.0,0.005350110121071339,0.002599452156573534,4.548800176708718,6.50001911218225,0.0034229550510644913,5.310378060423925,7.45951925724685
7900.0,0.005341561511158943,0.0025972560979425907,4.5517293539900265,6.497453028319413,0.0034005397465080023,5.252769132338774,7.435054587826078
8000.0,0.005333613604307175,0.002596426522359252,4.551174306974712,6.496572601537913,0.0033727993723005056,5.23225628270302,7.404666112492672
8100.0,0.005344182252883911,0.0026140573900192976,4.568998902868825,6.518449317197167,0.003235406009480357,5.008345323595374,7.252280689356117
8200.0,0.0053168246522545815,0.0025985667016357183,4.558993101296257,6.499233457023645,0.0033634777646511793,5.223630776881085,7.39442652219394
8300.0,0.0053159380331635475,0.002610340714454651,4.57786766275591,6.5138230539358055,0.0033596749417483807,5.106597431236878,7.390245298547844
8400.0,0.005313693545758724,0.00261504459194839,4.572919473022705,6.519311136134499,0.0032614092342555523,5.16027439001482,7.281366834544142
8500.0,0.005292193964123726,0.0026037089992314577,4.559070427197687,6.505010790432542,0.003353636711835861,5.221044159688366,7.383601339723774
8600.0,0.005283489357680082,0.0026042810641229153,4.55428542425856,6.5054007626368024,0.0033188017550855875,5.118602491216734,7.3451535383905
8700.0,0.00527383154258132,0.002603499684482813,4.554335031501811,6.504446808742021,0.003326314501464367,5.1421050679249065,7.353462265213587
8800.0,0.0052649411372840405,0.0026033048052340746,4.560483977048899,6.504296539201727,0.003337885020300746,5.149049845097276,7.366240982864572
8900.0,0.005256982985883951,0.002603716216981411,4.562591769910521,6.504813784801122,0.003356130560860038,5.147936534524585,7.386346146059875
9000.0,0.005250504240393639,0.0026050894521176815,4.559983657738884,6.506421536738733,0.0033178948797285557,5.103708230851528,7.34415014100792
9100.0,0.005304461810737848,0.002691656583920121,4.635613808766421,6.612547850382607,0.003199763363227248,4.817007120116614,7.212223199743992
9200.0,0.0052353739738464355,0.0026038012001663446,4.561702527615966,6.505041457315889,0.003361727111041546,5.129799962897475,7.392501999451424
9300.0,0.005231095477938652,0.0026036212220788,4.5638823912430695,6.505091690918414,0.003360432805493474,5.105527244702292,7.391078998743998
9400.0,0.005222601816058159,0.0026024263352155685,4.557290658073293,6.503060232431638,0.0033978272695094347,5.164068038458936,7.432088664990088
9500.0,0.005217256024479866,0.002601141110062599,4.553553447655436,6.501768492135451,0.0033455986995249987,5.07219560801362,7.374747341484244
9600.0,0.005209770053625107,0.0025989683344960213,4.549723807277365,6.498837139699279,0.0033582670148462057,5.096481279858078,7.388696528910809
9700.0,0.005204786546528339,0.002598608611151576,4.547188509441222,6.49881048542182,0.0033059760462492704,5.045326790112692,7.330946849287905
9800.0,0.005248139146715403,0.0026535149663686752,4.687893315150782,6.5677538744901325,0.0035133862402290106,5.444795911937642,7.557413169796846
9900.0,0.005193861201405525,0.002594199264422059,4.551125499639936,6.493278107090824,0.0033853056374937296,5.137752369434263,7.418381631081061
10000.0,0.005204485729336739,0.0026033164467662573,4.557378747839549,6.504453522150624,0.0033188422676175833,5.130449028142418,7.345198501331912
10100.0,0.005186060443520546,0.0025910513941198587,4.538987408131361,6.489048890767844,0.003377194982022047,5.106896885243866,7.40948931939057
10200.0,0.005182037595659494,0.0025909235700964928,4.549459764618702,6.48912979119839,0.0034245906863361597,5.159897145039092,7.461300855085388
10300.0,0.005203572101891041,0.002620684914290905,4.5888931416999545,6.526018410906715,0.003333914326503873,5.199773764354177,7.361858380605888
10400.0,0.005180236883461475,0.0025944060180336237,4.567440328919501,6.49383225234481,0.003411487676203251,5.194204983611901,7.447013014570972
10500.0,0.005172365345060825,0.0025844634510576725,4.53461515614004,6.480859001980869,0.003414466045796871,5.14989858334108,7.4502633417613
10600.0,0.005170062184333801,0.002584355417639017,4.52915090975869,6.480212399673182,0.0033736107870936394,5.120875541838662,7.405556992020044
10700.0,0.005166265647858381,0.002582028042525053,4.523885461822911,6.4774839311181,0.0033802809193730354,5.117558950791135,7.412873898313213
10800.0,0.005177740007638931,0.002597151091322303,4.554486991363681,6.496839654662041,0.003494147676974535,5.169380771520082,7.536693821033562
10900.0,0.005231689661741257,0.0026425477117300034,4.588654966509935,6.551441687643461,0.003202001564204693,5.006191157541859,7.214745546439217
11000.0,0.005166700575500727,0.0025893356651067734,4.528491805144069,6.485924612039762,0.0034365819301456213,5.117920147720724,7.474352386257745
11100.0,0.005157706327736378,0.002577324863523245,4.520856768102902,6.471707880426643,0.0034176844637840986,5.153071604649692,7.453773903721182
11200.0,0.005155803635716438,0.0025768233463168144,4.526995563918931,6.471200629981406,0.0034276421647518873,5.186237722286023,7.46462454513853
11300.0,0.005154828075319529,0.0025759844575077295,4.51636905937904,6.469887315446802,0.0034110592678189278,5.156845575664192,7.4465458166648375
11400.0,0.005152994301170111,0.002575115067884326,4.511279437329482,6.46851308583199,0.003386423457413912,5.131819602063236,7.419606273272678
11500.0,0.005184641107916832,0.002615754259750247,4.635305499040556,6.520714569251913,0.003559385659173131,5.316348167990024,7.606725402575654
11600.0,0.005154582671821117,0.002576995175331831,4.5239283623367,6.471226799332227,0.0033452841453254223,5.123015460344807,7.374400791664883
11700.0,0.005165942013263702,0.002585215028375387,4.5622093985015875,6.482017532926738,0.0035195169039070606,5.276965296012349,7.564003981119833
11800.0,0.0051494743674993515,0.0025741374120116234,4.511749009903589,6.466852266157345,0.0033789044246077538,5.137746682021922,7.411364964506875
11900.0,0.0051450785249471664,0.002571317832916975,4.514181302033572,6.463686523902346,0.0034297939855605364,5.189112771302462,7.466967269953627
12000.0,0.005143916234374046,0.0025707432068884373,4.513770107562757,6.4629675981289125,0.0034191561862826347,5.179469732363941,7.455378626224809
12100.0,0.005144357681274414,0.0025719485711306334,4.520290793371214,6.464110611071823,0.003411901416257024,5.19978842024769,7.4474647423424205
12200.0,0.005144933704286814,0.0025739797856658697,4.513756441510869,6.466104651629619,0.0034097814932465553,5.168207350284017,7.445150617743509
12300.0,0.005141724832355976,0.002569471951574087,4.517161537979695,6.461305313333331,0.0034282258711755276,5.200491461117053,7.465260145596305
12400.0,0.005142352543771267,0.0025726016610860825,4.517522206543772,6.4646138074314505,0.003478940110653639,5.241561216748475,7.520274702754346
12500.0,0.005139944143593311,0.0025700973346829414,4.526744923790296,6.462168575161549,0.00342710898257792,5.214943718999469,7.464043815492328
12600.0,0.005146456882357597,0.002581221517175436,4.5272464873079485,6.475713701402091,0.0033067925833165646,5.109551908661767,7.331852245494343
12700.0,0.005136210471391678,0.0025681289844214916,4.519982157594835,6.459566758284093,0.0034348953049629927,5.211220064200461,7.472518325231869
12800.0,0.0051358602941036224,0.0025682279374450445,4.52222715729951,6.459914260156364,0.0034248600713908672,5.2198050396885565,7.461594800666789
12900.0,0.00513447355479002,0.0025675646029412746,4.520970346437147,6.458838469844557,0.003437743289396167,5.2163900718927225,7.47561535082586
13000.0,0.00519184023141861,0.0026492103934288025,4.674991533191943,6.560754244413358,0.003533927956596017,5.421931317638761,7.579473964005692
13100.0,0.005132833495736122,0.0025669324677437544,4.521953482892088,6.45804018478311,0.0034419645089656115,5.223408983845729,7.480203706427011
13200.0,0.005132883787155151,0.0025679036043584347,4.519566362493982,6.458886648790161,0.0034122976940125227,5.187215400675389,7.447897472461123
13300.0,0.005212125834077597,0.0026652973610907793,4.697375652003275,6.581273615432394,0.0038942706305533648,5.58407689910382,7.956522118266541
13400.0,0.005130574572831392,0.002566087292507291,4.523288128280115,6.456961747678447,0.0034420874435454607,5.226632964060021,7.4803373295548825
13500.0,0.005130179226398468,0.0025663019623607397,4.526018582762874,6.457192150040775,0.003474087454378605,5.262576015491504,7.51502821689502
13600.0,0.005129216238856316,0.002565566450357437,4.523779583086639,6.456265190217436,0.0034448110964149237,5.232010770627919,7.483296099562566
13700.0,0.005128507502377033,0.002565234899520874,4.524877193994061,6.455905059126041,0.0034464343916624784,5.234851040702779,7.485058947197589
13800.0,0.005128746852278709,0.0025652293115854263,4.523918998897489,6.455947280480789,0.0034305239096283913,5.223520715003057,7.467761368465727
13900.0,0.005127297714352608,0.002564778085798025,4.5257369054177845,6.4553449129960425,0.0034478208981454372,5.2384235565550625,7.4865648293447595
14000.0,0.005142658948898315,0.002585358452051878,4.55151149139981,6.4782269432994495,0.0036266231909394264,5.420247223926708,7.678235285469166
14100.0,0.005126116797327995,0.00256427563726902,4.526088655367493,6.454690279782424,0.0034458788577467203,5.240423293260392,7.484455927103257
14200.0,0.005125599913299084,0.002564077265560627,4.527105587572894,6.4545326456962195,0.0034472362603992224,5.241277257853653,7.485929744306978
14300.0,0.005244397558271885,0.002722526900470257,4.709875309993685,6.6488521098876765,0.0031947302632033825,5.062665181855361,7.206548638622923
14400.0,0.005124489311128855,0.002563652116805315,4.527726831278867,6.4539616113761085,0.00345135317184031,5.248038407900215,7.490398646781458
14500.0,0.005192149430513382,0.002650716109201312,4.652518905930359,6.555626335619447,0.003356603905558586,5.20498669432709,7.386867078513694
14600.0,0.005123509094119072,0.0025632577016949654,4.528411799631668,6.453484760172481,0.003450020682066679,5.249343547155149,7.488952460442914
14700.0,0.0051422929391264915,0.0025948311667889357,4.5717802800383005,6.49321515774404,0.003696396015584469,5.423129131784663,7.751744698760878
14800.0,0.005122611299157143,0.002562944544479251,4.52857000220567,6.453033769617014,0.0034497694578021765,5.251908134106391,7.488679824734762
14900.0,0.00512215681374073,0.0025627082213759422,4.528841392551032,6.452758107571339,0.0034516644664108753,5.254849862365518,7.490736198450941
15000.0,0.005122103728353977,0.0025629352312535048,4.531322340512717,6.453085187413795,0.003442860906943679,5.253973392556266,7.481177724387598
15100.0,0.005121351219713688,0.002562382025644183,4.529215277374411,6.45231962954175,0.0034527305979281664,5.259025224775542,7.491893170159225
15200.0,0.005121081601828337,0.0025624169502407312,4.530796726068688,6.452538767602028,0.00345879839733243,5.2657706891186535,7.498473135637726
15300.0,0.005318152252584696,0.002794601721689105,4.903921648897231,6.738518933589371,0.004209662321954966,5.85609093036813,8.272444142268384
15400.0,0.005120284855365753,0.002561982022598386,4.529989295141703,6.451799239679827,0.0034541147761046886,5.264340768451802,7.493395093091766
15500.0,0.005126782692968845,0.002572850789874792,4.546246495289659,6.465283406222721,0.003592180786654353,5.396803516021464,7.641687798047062
15600.0,0.005119647830724716,0.002561695408076048,4.529974336081564,6.4514329468489935,0.0034516374580562115,5.262791032165599,7.490707247980618
15700.0,0.005119317211210728,0.0025614958722144365,4.530233864481389,6.451158705472549,0.003452157834544778,5.265788035583682,7.491271833009495
15800.0,0.005119049921631813,0.0025614253245294094,4.5299606941178165,6.451080391504126,0.0034486176446080208,5.262642228257998,7.487429976301903
15900.0,0.005118749104440212,0.002561224391683936,4.530213164924127,6.450774142624608,0.003449023235589266,5.265357421711087,7.48786993503173
16000.0,0.0051186406053602695,0.002561223693192005,4.530734581604117,6.45080406717674,0.0034455028362572193,5.262794665390781,7.484047395451747
16100.0,0.005118255037814379,0.0025610083248466253,4.5304024327680885,6.450475052237429,0.0034487475641071796,5.267304286166715,7.487570877659487
16200.0,0.005282790400087833,0.002655127551406622,4.6965531071703195,6.569476198956872,0.0038580475375056267,5.624230436321038,7.919431276522922
16300.0,0.005117783322930336,0.0025607296265661716,4.530348231828323,6.450067027277627,0.0034466444049030542,5.267432723892853,7.485287372268801
16400.0,0.0051193842664361,0.002561493543908,4.534545266990446,6.451124029298243,0.003465289017185569,5.29028264603888,7.505505820958151
16500.0,0.005127647891640663,0.0025757416151463985,4.543922652157575,6.467985086796347,0.003328053280711174,5.147701799035228,7.355384216353326
16600.0,0.005117151420563459,0.0025603517424315214,4.530724567975504,6.449582224009993,0.0034486246295273304,5.272328494000249,7.487437045667185
16700.0,0.00513507891446352,0.002592960372567177,4.567183722477682,6.48905292402954,0.0032955489587038755,5.158969051553868,7.319376605308193
16800.0,0.005116763524711132,0.0025600860826671124,4.530609215401389,6.449202062523267,0.0034465475473552942,5.2723100541043095,7.485182261820989
16900.0,0.005204443819820881,0.002687918022274971,4.706269446616924,6.603836015715369,0.0032164198346436024,5.136463443050161,7.230970377081226
17000.0,0.00511641800403595,0.0025598222855478525,4.530457262552378,6.448804265120255,0.0034439240116626024,5.272196441190317,7.482332849743322
17100.0,0.005128609016537666,0.0025721031706780195,4.5407601433478435,6.463783575406679,0.003590818028897047,5.363904544909019,7.64023880289511
17200.0,0.005116544663906097,0.00256001646630466,4.530303920394982,6.4488541526754135,0.0034203571267426014,5.253491860756185,7.456687374202331
17300.0,0.005116051994264126,0.002559483051300049,4.53065264417445,6.448348300353779,0.0034535792656242847,5.283641516114585,7.4928140034427475
17400.0,0.00511605478823185,0.0025594450999051332,4.530465301713665,6.448417365316994,0.0034420667216181755,5.266998569151231,7.480314651628068
17500.0,0.005129801109433174,0.0025685313157737255,4.541629805331015,6.460659382572775,0.003340609837323427,5.172294589981902,7.369246749102269
17600.0,0.0051155006512999535,0.0025590083096176386,4.530327228292547,6.4476987437858595,0.003444467205554247,5.276867226755712,7.4829225131714905
17700.0,0.005115412175655365,0.0025589335709810257,4.530347136291848,6.447600812094966,0.00344151072204113,5.274808791116811,7.4797103045745965
17800.0,0.005115235224366188,0.002558746375143528,4.530110229207892,6.447308418341251,0.0034412990789860487,5.2756540577393025,7.4794803533408105
17900.0,0.00511524174362421,0.0025587494019418955,4.530017143075044,6.447364822422833,0.003442734479904175,5.274132744059898,7.481040104270004
18000.0,0.005114998668432236,0.002558518201112747,4.529989672399092,6.44698233312376,0.0034396005794405937,5.2753355774329975,7.477634554982783
18100.0,0.0051154885441064835,0.0025591948069632053,4.531973751176976,6.447759384406234,0.0034504197537899017,5.269473527752173,7.489385793189691
18200.0,0.005114772357046604,0.0025582497473806143,4.529725433324843,6.446577420099481,0.0034354878589510918,5.272685565985739,7.473162340216018
18300.0,0.005114746745675802,0.0025582201778888702,4.5294279198327825,6.446519043751025,0.0034434630069881678,5.278575413220096,7.481831815631971
18400.0,0.00511455861851573,0.002558021107688546,4.529604664895407,6.4462830268221705,0.0034370943903923035,5.275268779194448,7.474909669267429
18500.0,0.005114972125738859,0.002558863488957286,4.532314367655803,6.44774984354589,0.0034619849175214767,5.291653674813763,7.501926754344649
18600.0,0.005114365369081497,0.002557806670665741,4.529455217245828,6.445981197603918,0.0034361800644546747,5.275359459745232,7.473915636953583
18700.0,0.005136789754033089,0.0025849228259176016,4.596863984877451,6.481307980197719,0.003423420712351799,5.353285751266715,7.460025976013769
18800.0,0.005114177241921425,0.002557559637352824,4.529222302674488,6.445635755737416,0.0034347891341894865,5.274693644430954,7.472402063980742
18900.0,0.0051152268424630165,0.002558488165959716,4.5274336959407835,6.44605387177715,0.0034262847620993853,5.265540763522343,7.463146621252984
19000.0,0.005113999359309673,0.0025573321618139744,4.529004311010724,6.4453222216103105,0.003434509504586458,5.275617811246775,7.47209805926846
19100.0,0.00511643523350358,0.0025603584945201874,4.538095532718494,6.450037733447802,0.003465430112555623,5.285955629874176,7.505658330933676
19200.0,0.005113842897117138,0.002557147992774844,4.528831336727642,6.445066398812302,0.003433609614148736,5.275304164795671,7.47111937266575
19300.0,0.00512208417057991,0.00257023680023849,4.540607021153318,6.462727400267175,0.0033234660513699055,5.124984899438762,7.3503131817691925
19400.0,0.005113707855343819,0.0025569340214133263,4.528195267132035,6.444719312121061,0.0034288130700588226,5.2717253885154305,7.465899410846843
19500.0,0.005115283653140068,0.002557913074269891,4.526994582589508,6.445537792302448,0.003405282972380519,5.24660421081353,7.440237780034891
19600.0,0.005113535560667515,0.0025567023549228907,4.528255050238911,6.444429574135671,0.003430272452533245,5.273819973343052,7.467488128166775
19700.0,0.005113614723086357,0.0025567251723259687,4.52774493006265,6.444489907589916,0.00343394186347723,5.273951671571315,7.47148095637076
19800.0,0.005113399587571621,0.0025565167888998985,4.528035523703805,6.444169736204718,0.0034304927103221416,5.274682668891425,7.467727627279142
19900.0,0.005113987252116203,0.0025572897866368294,4.529196338545255,6.445082909603435,0.0034010550007224083,5.240511125613314,7.435618153186711
20000.0,0.005113271530717611,0.002556338906288147,4.527817166661499,6.443927015415078,0.0034295159857720137,5.274199189365997,7.466664584507428
