id,n_rows,X_target_mean,Y_target_mean,Z_target_mean,X_pred_mean,Y_pred_mean,Z_pred_mean,mae_xyz_mean
21,3,0.1426188394880409,0.29521945978577735,0.01920077422340054,0.14206714928150177,0.2917727530002594,0.01869504526257515,0.0015013753176275043
22,3,0.03972411680253896,0.05225357540126555,0.08013208319393494,0.039102379232645035,0.050146497786045074,0.08141913264989853,0.0013386215470259982
23,3,0.2239235252380173,0.2348679123611885,0.15369535545227586,0.22285662591457367,0.23531430959701538,0.1559230238199234,0.0012469883089726945
24,3,0.13622874435422794,0.0680099844775845,0.0026526930157961155,0.14662308990955353,0.07098610699176788,0.00215352326631546,0.004623212606329874
25,3,0.09857500206594173,0.1594839684459034,0.27729793003870373,0.09867137670516968,0.1631656140089035,0.27951475977897644,0.001998572283286477
26,3,0.018771380028340088,0.02854896878073199,0.001892336682824921,0.014675159007310867,0.023395715281367302,0.005950994323939085,0.004436044053836026
27,3,0.22143219546106993,0.3299992518908964,0.307513635163041,0.2201004922389984,0.322297602891922,0.30612242221832275,0.0034748550552547255
28,3,0.15245311555372762,0.07877523612294195,0.047201783089211254,0.15827560424804688,0.08228479325771332,0.04528393596410751,0.0037499643180647878
29,3,0.07129275128656462,0.08271108544069611,0.21546557706063993,0.07096412777900696,0.08071856945753098,0.22205914556980133,0.0029715693332947337
30,3,0.08143733677821498,0.03768749456649095,0.34461095432976746,0.07518897950649261,0.029362503439188004,0.3433827757835388,0.005267175648417984
31,3,0.29720799510496404,0.23517506662830598,0.017928670113454937,0.28390195965766907,0.2345271110534668,0.019345436245203018,0.005123585717960742
32,3,0.0993056435134385,0.09128577212975414,0.11599929493748207,0.09846203029155731,0.08887380361557007,0.11868130415678024,0.0019791969851211473
33,3,0.0875994307876972,0.22271568556601515,0.05218246486013887,0.08742089569568634,0.2250613421201706,0.047788772732019424,0.002325106839603125
34,3,0.0013874543928487158,0.0008926925595771923,0.007539061263117906,0.002245847135782242,0.00323069398291409,0.006508657708764076,0.0014089325735414176
35,3,0.15646107066420975,0.14246785370455625,0.4238045567013094,0.15641255676746368,0.14371231198310852,0.41137194633483887,0.004592174913974598
36,3,0.26839595976846464,0.1672596188695887,0.022258350406517052,0.25609320402145386,0.16317534446716309,0.02493102476000786,0.006353234834309061
37,3,0.12935886585441272,0.24208120094586913,0.1312138426153595,0.12994353473186493,0.24206824600696564,0.13430538773536682,0.001248168992353206
38,3,0.0666832628069114,0.049237946141629886,0.2562456160238758,0.0654502660036087,0.04695193096995354,0.26294711232185364,0.0034068360909856304
39,3,0.22590035968260805,0.3479730527004949,0.017312856495615075,0.22941350936889648,0.3431514799594879,0.01241767406463623,0.004409968286091391
