step,train_total_loss,train_data_loss,train_mae_xyz,train_rmse_xyz,test_data_loss,test_mae_xyz,test_rmse_xyz
3000.0,0.0002838964283000678,2.790855069179088e-05,0.00389986982913878,0.005272425110647632,1.7880105588119477e-05,0.003368928147427549,0.004228487971742005
3100.0,0.00028121122159063816,2.716948074521497e-05,0.003849814421819199,0.005202231070130663,1.7700203898129985e-05,0.0033630368336511752,0.0042071614611109915
3200.0,0.0002785624819807708,2.6473720936337486e-05,0.0038010031607619383,0.005135293351948072,1.7575792298885062e-05,0.003361665726839002,0.004192349549050974
3300.0,0.00027593711274676025,2.580149521236308e-05,0.003753133318563928,0.005069796674223837,1.74902452272363e-05,0.0033654766988143285,0.004182134414912338
3400.0,0.00027332690660841763,2.5139048375422135e-05,0.0037051796500567687,0.005004421073420505,1.743235952744726e-05,0.0033706435988480805,0.004175208247876425
3500.0,0.00027072784723713994,2.4477927581756376e-05,0.003655748685276335,0.004938293890561375,1.7395143004250713e-05,0.003375425785048302,0.004170748805909209
3600.0,0.00026814037119038403,2.3815173335606232e-05,0.003605057336588166,0.0048710992053242605,1.737484308250714e-05,0.0033785230534906147,0.004168314513663102
3700.0,0.0002655686985235661,2.3152790163294412e-05,0.0035525804526922887,0.004802999179308178,1.7372076399624348e-05,0.003379104198777175,0.004167982682183211
3800.0,0.0002630196395330131,2.249640238005668e-05,0.003499475157872045,0.004734524112225573,1.73868265846977e-05,0.003376652802540358,0.004169751667242128
3900.0,0.00026050160522572696,2.185403172916267e-05,0.003445833711808648,0.004666501137782938,1.7418649804312736e-05,0.003370920279262956,0.004173566032461096
4000.0,0.0002580227155704051,2.1234753148746677e-05,0.0033912021101456004,0.00459994089662583,1.746467205521185e-05,0.003361844385552899,0.004179075706095534
4100.0,0.00025558992638252676,2.064731961581856e-05,0.003338697972311889,0.004535869435972421,1.7519509128760546e-05,0.0033557043007977367,0.0041856318058273384
4200.0,0.0002532076614443213,2.0099429093534127e-05,0.003287781481763969,0.004475249778423868,1.757773497956805e-05,0.003359561228610876,0.004192581425586538
4300.0,0.000250878045335412,1.959741348400712e-05,0.0032400608006751016,0.004418895323026795,1.7634152754908428e-05,0.0033602831588266323,0.004199304239822158
4400.0,0.00024859962286427617,1.9145898477290757e-05,0.0031957064639340314,0.004367400113849504,1.7684789781924337e-05,0.003360072884946276,0.004205329121336003
4500.0,0.00024636779562570155,1.8747567082755268e-05,0.0031539154436331725,0.004321268977756054,1.772751784301363e-05,0.0033573424106968287,0.004210406448731071
4600.0,0.0002441741817165166,1.8402986825094558e-05,0.0031147647054936647,0.004280945998348383,1.7760865375748836e-05,0.0033519360055409716,0.004214364532202651
4700.0,0.00024200737243518233,1.811098263715394e-05,0.0030798194772673764,0.004246475216482036,1.778463956725318e-05,0.0033423679078502305,0.004217183871255631
4800.0,0.00023985329607967287,1.7869271687231958e-05,0.003048867820489906,0.004217646541354799,1.7798971384763718e-05,0.0033286030378076284,0.0042188831149306905
4900.0,0.00023769750259816647,1.7675196431810036e-05,0.0030228013674171383,0.004194242879685507,1.7805657989811152e-05,0.003310634332883641,0.004219675499821281
5000.0,0.00023555404914077371,1.757734025886748e-05,0.0030151587953228727,0.004181855844327224,1.7906355424202047e-05,0.003265195277910926,0.004231590299622052
5100.0,0.00023332519049290568,1.7424081306671724e-05,0.0029894710715409386,0.004163574128495446,1.7811875295592472e-05,0.003265265553960202,0.00422041234430653
5200.0,0.0002380243968218565,2.0419729480636306e-05,0.003488143808236308,0.0045080445030015,2.2874639398651198e-05,0.003926699139400815,0.004782743969208216
5300.0,0.00022891104163136333,1.7363345250487328e-05,0.0029776923008997865,0.004156189628766925,1.7823571397457272e-05,0.003218444276004124,0.004221797535119162
5400.0,0.00022665321012027562,1.739014987833798e-05,0.0029775994637296446,0.004159462038262137,1.782939216354862e-05,0.003196153519068085,0.0042224865467643275
5500.0,0.00022441362671088427,2.022724220296368e-05,0.003526338505250252,0.0044859216185814295,2.2630054445471615e-05,0.00390589155681712,0.004757106057247214
5600.0,0.00022202703985385597,1.7463818949181587e-05,0.0029889663503361286,0.004168557261166248,1.7842803572420962e-05,0.0031873609802513547,0.004224074647795024
5700.0,0.00021966054919175804,1.7452706742915325e-05,0.002985026134054395,0.004167334220879054,1.780280399543699e-05,0.0031754750535030393,0.004219337102933464
5800.0,0.00021756115893367678,1.7503201888757758e-05,0.003039181752840451,0.004173229866144067,1.8271992303198203e-05,0.003264684192229234,0.004274575517258008
5900.0,0.00021519014262594283,1.7331933122477494e-05,0.0029665808172104208,0.004152663444077843,1.7847061826614663e-05,0.003166838355997128,0.00422457859392975
6000.0,0.00034772171056829393,8.266043005278334e-05,0.007712729221673351,0.009080477069311515,9.2042944743298e-05,0.008096172114269677,0.00959390192927332
6100.0,0.00021122433827258646,1.7168275007861666e-05,0.0029285800265022666,0.0041318763365310275,1.789490124792792e-05,0.0031393164933487005,0.004230236810278664
6200.0,0.00020944702555425465,1.7095633666031063e-05,0.0029274048458963206,0.004122528217355082,1.7953394490177743e-05,0.0031439925863856306,0.004237145146186318
6300.0,0.00020859399228356779,1.739225808705669e-05,0.0028584277293788344,0.004153058879709784,1.8149223251384683e-05,0.0030262338662111277,0.004260190965795574
6400.0,0.0002065150620182976,1.7066962755052373e-05,0.0028651108180784614,0.004117665499913117,1.7794774976209737e-05,0.0030469015629271934,0.004218385601392859
6500.0,0.00020713322737719864,1.9613615222624503e-05,0.003287744245660552,0.004425675722824007,2.0900499293929897e-05,0.003613766430202819,0.0045717067607284004
6600.0,0.00020410788420122117,1.683876325841993e-05,0.0028675823964901155,0.004088660048167733,1.7860349544207565e-05,0.003074451171227323,0.004226151009843896
6700.0,0.0002032147895079106,1.6800258890725672e-05,0.002848381053444496,0.004082210489839519,1.7878184735309333e-05,0.003072303250763666,0.004228260322928392
6800.0,0.0002022698608925566,1.6676664017722942e-05,0.00284934297675716,0.00406844215207998,1.7852387827588245e-05,0.0030899161706298855,0.004225209073329624
6900.0,0.00020748376846313477,1.93805626622634e-05,0.0030567200267278753,0.004355471568685278,2.0997169485781342e-05,0.0033395329595976514,0.004582267197635956
7000.0,0.00020085449796169996,1.6506477550137788e-05,0.002854601220680573,0.004048238552565846,1.7906155335367657e-05,0.003120401172524334,0.0042315667460544396
7100.0,0.00020303073688410223,2.4451128410873935e-05,0.003930445836557193,0.004921717584019339,2.7902009605895728e-05,0.004310889912226644,0.005282235356451939
7200.0,0.00019974792667198926,1.638874709897209e-05,0.0028405341048732265,0.004033479457818654,1.7904572814586572e-05,0.003126678726468458,0.004231379859595195
7300.0,0.0002071974304271862,2.310171657882165e-05,0.0036456210854166255,0.004805174137915985,2.4692300939932466e-05,0.0039916282511474645,0.004969135259204081
7400.0,0.00019900535698980093,1.6437381418654695e-05,0.0029151072375949777,0.004040147971392438,1.825268191169016e-05,0.0031709694886671285,0.004272316207307797
7500.0,0.0002054395736195147,1.7340824342682026e-05,0.0027875995574697787,0.004139140227383717,1.8655109670362435e-05,0.003098616313308034,0.004319156347883262
7600.0,0.00019806002092082053,1.6302019503200427e-05,0.002837691209340465,0.0040245136251011995,1.7891487004817463e-05,0.0031825846925430967,0.004229833393935243
7700.0,0.00019833717669826,1.7954658687813208e-05,0.0028850360856749993,0.004219373075902318,1.898898699437268e-05,0.0031456039798125105,0.004357635757729433
7800.0,0.00019738047558348626,1.623761090741027e-05,0.002825161128910066,0.0040150164213830835,1.7910781025420874e-05,0.003139880292867966,0.004232113366344276
7900.0,0.00020772943389602005,1.8715114492806606e-05,0.003200956964853524,0.004321665916068405,1.9882309061358683e-05,0.0035735913430811218,0.0044589584308283295
8000.0,0.00019681880075950176,1.6242491255979985e-05,0.0028204388412663333,0.0040157833417349305,1.7911970644490793e-05,0.003140178471312272,0.004232253791953342
8100.0,0.00019656034419313073,1.6259826224995777e-05,0.002849517699398208,0.004018309830434088,1.8010036001214758e-05,0.0031575817858232533,0.004243823596091528
8200.0,0.00019729581254068762,1.760262057359796e-05,0.003064608913766415,0.004189598901475496,1.9436494767433032e-05,0.003464044344430514,0.004408684553849375
8300.0,0.0001960794470505789,1.626087396289222e-05,0.002826791357957343,0.00401877688234036,1.7935912183020264e-05,0.003158162620668955,0.00423508132152459
8400.0,0.00021870552154723555,4.487769547267817e-05,0.00570221151777784,0.006691186535835147,5.0582060794113204e-05,0.005906818802858968,0.007112106582395377
8500.0,0.00019565409456845373,1.6299452909152023e-05,0.0027961952600553362,0.004022878636003385,1.789610178093426e-05,0.0031280267928102115,0.004230378993991065
8600.0,0.00019550390425138175,1.6320615031872876e-05,0.0028518284153809114,0.004025757244689377,1.8137447113986127e-05,0.003157199101346251,0.004258808672646805
8700.0,0.0001952447200892493,1.629816870263312e-05,0.0028239868359614517,0.0040234110445410065,1.7982580175157636e-05,0.0031562053686681863,0.00424058739574127
8800.0,0.00019541966321412474,1.6924803276197053e-05,0.002942984385911223,0.004095867664809861,1.902166877698619e-05,0.00320009605200138,0.004361383913334623
8900.0,0.00019489621627144516,1.6333771782228723e-05,0.0028254328103166177,0.004028091011787204,1.799375968403183e-05,0.003157772396510191,0.004241905737770988
9000.0,0.00022202293621376157,2.677109296200797e-05,0.0038964188665702713,0.005169131868775873,2.4239505364676006e-05,0.003775908729466013,0.004923363582544097
9100.0,0.00019491664716042578,1.675551902735606e-05,0.0027914187114356707,0.004079359489379946,1.806038744689431e-05,0.0031287030688572576,0.004249751792969973
9200.0,0.00019440565665718168,1.6370708181057125e-05,0.002835521712562303,0.004032986347953096,1.8043559975922108e-05,0.003165659379343537,0.004247771651159683
9300.0,0.00019436424190644175,1.643977520870976e-05,0.0028227553650050597,0.0040427013228851545,1.798352059267927e-05,0.003195821037024605,0.004240698471764531
9400.0,0.00019606553541962057,1.8179942344431765e-05,0.0029902226436793436,0.004256034899259103,1.9090064597548917e-05,0.003376505464424264,0.004369218277158345
9500.0,0.00022043891658540815,4.839486427954398e-05,0.006195349242544823,0.006955168505931117,5.476520163938403e-05,0.0065086606637550955,0.007400351654086431
9600.0,0.00024406483862549067,7.808706141076982e-05,0.00803498909548472,0.00883629915058175,8.737837197259068e-05,0.008460829053684095,0.00934763995357179
9700.0,0.00019371535745449364,1.6444508219137788e-05,0.0028450031169732094,0.004042068386023357,1.8148326489608735e-05,0.0031680696152709843,0.00426008575162466
9800.0,0.0001937433989951387,1.6547588529647328e-05,0.0028948260722304105,0.004054996541456952,1.84243999683531e-05,0.003190989774273129,0.0042923657007513235
9900.0,0.00019348108617123216,1.648906254558824e-05,0.0028681653303461153,0.004048275769291052,1.8222555809188634e-05,0.00318864786991044,0.004268789117911719
10000.0,0.00019340473227202892,1.65225919772638e-05,0.0028557561023784613,0.004051219882170449,1.828443055273965e-05,0.0031831787554759297,0.004276030201180999
10100.0,0.00019677897216752172,2.2479352992377244e-05,0.0035910171174531446,0.004739841511899808,2.4072163796517998e-05,0.003974521054840212,0.004906339397563928
10200.0,0.00019313197117298841,1.649734804232139e-05,0.0028420617630257267,0.004048938789121479,1.8144992282032035e-05,0.003175249785516512,0.004259694189166068
10300.0,0.0001930463477037847,1.6632215192657895e-05,0.0028125269876801474,0.004066740367686124,1.8021837604464963e-05,0.0031823843029691254,0.004245213715077432
10400.0,0.0001962838286999613,1.8930173609987833e-05,0.003004981459762239,0.004321677308669014,2.145814687537495e-05,0.00337764245581286,0.004632294385916725
10500.0,0.0001932537415996194,1.692243677098304e-05,0.002854159712200188,0.004104331700607514,1.8173759599449113e-05,0.0032603615085618712,0.004263069690287196
10600.0,0.0001932564628077671,1.697223706287332e-05,0.002841534760020786,0.004109609324039301,1.811806760088075e-05,0.0032258434712733545,0.004256532712876586
10700.0,0.00019752566004171968,1.854726542660501e-05,0.0032851787442906414,0.00430152675600575,2.0458301150938496e-05,0.003598391482873361,0.004523085667738141
10800.0,0.0001925546966958791,1.6557154594920576e-05,0.002857190423018383,0.004057000785753836,1.819621684262529e-05,0.0031871811142403397,0.004265702600817723
10900.0,0.00019247412274125963,1.6575530025875196e-05,0.002863509568581159,0.0040592611460911945,1.8279944924870506e-05,0.0031977362586397442,0.004275505810524874
11000.0,0.0003036063280887902,0.00014911292237229645,0.011493152678078397,0.012211180051362723,0.0001652207865845412,0.012249249354916428,0.012853823557111982
11100.0,0.00019230677571613342,1.6572748791077174e-05,0.0028318078253940886,0.004058829269494851,1.810645335353911e-05,0.0031805219638063025,0.004255168326445394
11200.0,0.00019222138507757336,1.6577272617723793e-05,0.0028473034576362664,0.004060103828414634,1.812022674130276e-05,0.0031904604564712852,0.004256786408406084
11300.0,0.0001921697985380888,1.662749309616629e-05,0.0028261295006300753,0.004066296271565898,1.803264967747964e-05,0.0031833781466704997,0.004246487108896852
11400.0,0.0001920715149026364,1.658518704061862e-05,0.002839937134842404,0.0040606430523966635,1.8079103028867394e-05,0.003182388838712227,0.004251953360762658
11500.0,0.00019201781833544374,1.6637954104226083e-05,0.0028169798946496437,0.004067106993828649,1.8047379853669554e-05,0.0031711432350390667,0.004248221332717096
11600.0,0.00019230920588597655,1.816316944314167e-05,0.0030527295989348827,0.004256551427037781,1.965805859072134e-05,0.0035127373034808517,0.004433741303150339
11700.0,0.0001933045859914273,1.8221095160697587e-05,0.0032522166860080126,0.004256939814400775,2.0522275008261204e-05,0.0035024579578733484,0.004530152038477624
11800.0,0.00019416595750954002,1.929920654220041e-05,0.003014811283226518,0.004375052372288829,2.0117773601668887e-05,0.0032867630876871664,0.004485284667931899
11900.0,0.00022292629000730813,3.984154318459332e-05,0.004677305117297572,0.006311599603709138,4.00580138375517e-05,0.004854511989045284,0.0063291404607546614
12000.0,0.00019168411381542683,1.661758687987458e-05,0.0028418107589455763,0.004064689370646065,1.8127986550098285e-05,0.0031911012061773252,0.004257697766159907
12100.0,0.0001951071317307651,1.86707384273177e-05,0.0029528568475373335,0.004295660871923599,2.0301655240473337e-05,0.003328973624246661,0.004505736209053113
12200.0,0.000191570827155374,1.6626576325506903e-05,0.0028430318183035657,0.0040658218893946324,1.812689697544556e-05,0.0031920197230665397,0.004257569959398194
12300.0,0.00020957516971975565,2.8872991606476717e-05,0.0044687060814613865,0.005372790621938671,3.183489025104791e-05,0.004810546034626614,0.0056422419178354735
12400.0,0.00019146938575431705,1.663973307586275e-05,0.0028436130284334215,0.004067485723618954,1.8117902072845027e-05,0.003192363807952753,0.004256513194574395
12500.0,0.00019150115258526057,1.6720219718990847e-05,0.0029002903946661104,0.004078678648202045,1.82227431650972e-05,0.0032286597038361903,0.0042688108062529356
12600.0,0.0001914124732138589,1.666994830884505e-05,0.002870801586704314,0.004072138183291007,1.816969597712159e-05,0.0032052057349422633,0.004262593184511145
12700.0,0.00020918883092235774,4.4904681999469176e-05,0.005987743135113797,0.006700150785698824,5.019906529923901e-05,0.006259772824423959,0.007085130203307747
12800.0,0.00019128213170915842,1.6654290448059328e-05,0.002839647573231888,0.004068896327310296,1.8137554434360936e-05,0.0031941835734584445,0.004258821310901825
12900.0,0.00019142123346682638,1.6847490769578144e-05,0.002836147649918435,0.004092338193214174,1.7192778614116833e-05,0.003092319429562838,0.004146418169937418
13000.0,0.00019126255938317627,1.6706679161870852e-05,0.0028735155175461354,0.004075255326734533,1.8312397514819168e-05,0.0032107669360526914,0.004279298995317911
13100.0,0.0001911523286253214,1.667425749474205e-05,0.002856061533999736,0.004072700631797243,1.8068640201818198e-05,0.003194257425179564,0.004250722763401236
13200.0,0.00019113528833258897,1.6687421521055512e-05,0.0028332762300483675,0.004073943577231104,1.7995333109865896e-05,0.0031765650458225126,0.004242091244862742
13300.0,0.000192408129805699,1.7912296243594028e-05,0.002916366335624172,0.004221864003711376,1.83753581950441e-05,0.003214252217932312,0.004286649469163745
13400.0,0.00019114931637886912,1.6793166651041247e-05,0.0028773095016564666,0.0040847045914741194,1.855236041592434e-05,0.003222267722111296,0.004307245422531615
13500.0,0.00019872034317813814,2.1740248485002667e-05,0.0034989239969994905,0.004660960446586917,2.241870606667362e-05,0.0038448750540774315,0.00473483995147707
13600.0,0.00019147056445945054,1.735746809572447e-05,0.0030002583634960696,0.004159588945682878,1.8571065083961003e-05,0.003391325901702392,0.004309416285462851
13700.0,0.0001931053411681205,1.9855127902701497e-05,0.0030794252293490526,0.004439840934506906,1.970332596101798e-05,0.003265482267215786,0.00443884328296711
13800.0,0.00019089887791778892,1.669548510108143e-05,0.002855272797034642,0.004075102861164035,1.806999534892384e-05,0.0031937702214557442,0.004250882233304553
13900.0,0.0001999981323024258,3.15833676722832e-05,0.004255152418685334,0.0056188960402777325,3.104533243458718e-05,0.00443109687706551,0.005571833990179143
14000.0,0.00019082819926552474,1.6697827959433198e-05,0.0028480197177125828,0.004075012995667032,1.8054955944535322e-05,0.0031915455634607386,0.004249112925854282
14100.0,0.0002592576784081757,9.68726453720592e-05,0.008607553576787476,0.00968092560219112,9.956637950381264e-05,0.008770158018470938,0.009978295433286124
14200.0,0.0001907739497255534,1.6705398593330756e-05,0.002849540901120121,0.004075837979714591,1.8053055100608617e-05,0.003192002571209124,0.004248889109355968
14300.0,0.00019073672592639923,1.6701853382983245e-05,0.002845606301308934,0.004075288206651538,1.803944724088069e-05,0.003189471352866641,0.004247287357854965
14400.0,0.00019207906734663993,1.8198363250121474e-05,0.002907175300038084,0.004244097344252203,1.97562767425552e-05,0.00325877084590707,0.004444803810723889
14500.0,0.0001906920806504786,1.6720639905543067e-05,0.0028473553815014908,0.004077694026022788,1.8020960851572454e-05,0.003188361604408772,0.004245110772457617
14600.0,0.0001906601246446371,1.6717511243768968e-05,0.002846461395820686,0.004077274909343806,1.801687540137209e-05,0.003187631486315381,0.004244629523667743
14700.0,0.0001919562346301973,1.7445874618715607e-05,0.0030532539450805864,0.004169569279894131,1.903476550069172e-05,0.0033662634297577645,0.004362885362853752
14800.0,0.0001906161051010713,1.672993676038459e-05,0.002848162409424756,0.004078797857064847,1.8020336938207038e-05,0.0031883108085233483,0.004245037174971904
14900.0,0.0001914033928187564,1.7397862393409014e-05,0.00283247690916791,0.00415441331609699,1.8852671928470954e-05,0.003190278284847333,0.00434196683949219
15000.0,0.0001905759854707867,1.6737065379857086e-05,0.002855016180180182,0.004079781822778102,1.8038017515209503e-05,0.003189121369604122,0.004247119308943642
15100.0,0.00019093688752036542,1.7046484572347254e-05,0.002881637582643503,0.0041201821901052284,1.8044358512270264e-05,0.003252291082844484,0.004247865585427649
15200.0,0.00019109423737972975,1.7469639715272933e-05,0.003096109309925158,0.004170876168506959,1.915356915560551e-05,0.0033425128219696804,0.0043764793078829205
15300.0,0.00019059330224990845,1.6834999769343995e-05,0.0028991296214482373,0.004091413284857493,1.8799422832671553e-05,0.003258550380998702,0.004335830400098514
15400.0,0.00019188733131159097,1.8927659766632132e-05,0.002950403488519194,0.004328025438408117,2.011422475334257e-05,0.003302888006902958,0.004484889025280869
15500.0,0.00019047179375775158,1.675291969149839e-05,0.002848778461259663,0.0040815912261599075,1.799608435248956e-05,0.0031848140026965255,0.00424217959288983
15600.0,0.0001915673492476344,1.8340708265895955e-05,0.002988982698350494,0.0042746680246134395,1.8420472770230845e-05,0.0033117204028604115,0.004291908317854317
15700.0,0.0002152827801182866,5.0782153266482055e-05,0.004977718287052624,0.006903847138919263,5.5870681535452604e-05,0.005663198232227711,0.007474669706545938
15800.0,0.00019284503650851548,1.774944394128397e-05,0.0028950978209392256,0.004193808619437324,1.945029725902714e-05,0.0032185774584551135,0.0044102495106011315
15900.0,0.00022173894103616476,5.4539435950573534e-05,0.006130120847194174,0.007357178888885294,5.1699040341190994e-05,0.005871970341311896,0.007190205021971858
16000.0,0.00019447955128271133,2.2614880435867235e-05,0.003884041162061054,0.004748360096259155,2.5378772988915443e-05,0.004165476758819493,0.0050377351135112375
16100.0,0.00019042741041630507,1.6846097423695028e-05,0.0028902098980327037,0.004094672094476895,1.7987427781918086e-05,0.003209691456958997,0.0042411591854686626
16200.0,0.0001918454363476485,1.884324592538178e-05,0.0033628522797632798,0.004332105437812141,2.092939757858403e-05,0.003557041423395203,0.004574866342176578
16300.0,0.0001993170299101621,2.2056417947169393e-05,0.0032918460697524835,0.004661079146343875,2.415271410427522e-05,0.003726077034159987,0.004914541591800574
16400.0,0.00019151225569657981,1.757434438331984e-05,0.0029598214554825836,0.004175491048951642,1.9329192582517862e-05,0.0032341134539733,0.004396498348215595
16500.0,0.00019405342754907906,1.9384848201298155e-05,0.0034014293973577566,0.00439017962886699,2.1770874809590168e-05,0.0036146487968884166,0.004665927410002303
16600.0,0.0002146755432477221,5.373363819671795e-05,0.006381656939323199,0.007330323265529466,5.802702798973769e-05,0.006597000141298817,0.007617547451972756
16700.0,0.00019029804388992488,1.6805894119897857e-05,0.0028522310497127875,0.004088099573002294,1.7967891835724004e-05,0.003181182853588314,0.004238855358311672
16800.0,0.00033837216324172914,0.00018087188072968274,0.012737030666298563,0.01344886161058707,0.00019629538292065263,0.013398855314570282,0.014010544979931325
16900.0,0.00019027714733965695,1.681782305240631e-05,0.002848926813824836,0.004089111558367873,1.800688733055722e-05,0.003180661545777173,0.004243452774063092
17000.0,0.00019025936489924788,1.6819183656480163e-05,0.002867055427178447,0.0040902210638668396,1.7974649381358176e-05,0.0031832605178369593,0.004239652524646889
17100.0,0.00019033251737710088,1.6847405277076177e-05,0.002836147372506859,0.004092596524501972,1.79405997187132e-05,0.0031687702639240536,0.00423563509951583
17200.0,0.00019031495321542025,1.688236625341233e-05,0.0028803230247889866,0.004097480176198651,1.8591874322737567e-05,0.0032372205329029274,0.00431183009735636
17300.0,0.0001978800428332761,2.540455898270011e-05,0.003836256254743925,0.005031683793823854,2.4617269446025603e-05,0.003951554822594248,0.004961579654926826
17400.0,0.00019021908519789577,1.683124719420448e-05,0.0028543998743295615,0.004091178984059514,1.7949329048860818e-05,0.003178294744674217,0.004236665415429568
17500.0,0.00019500195048749447,2.4885770471883006e-05,0.0036561988783966174,0.004970098733944051,2.4200471671065316e-05,0.0037128252356283978,0.004919397986493466
17600.0,0.00019021857588086277,1.685022289166227e-05,0.002861207905831217,0.004093944702433885,1.7879699953482486e-05,0.0031761355508951854,0.00422844000088621
17700.0,0.0001901880168588832,1.6843296180013567e-05,0.0028560600862283787,0.004092766716430075,1.7922586266649887e-05,0.003176044242477766,0.004233508144057122
17800.0,0.00019198929658159614,1.760117447702214e-05,0.0031103730695229525,0.004185847100972085,1.9267423340352252e-05,0.0033462691563539626,0.004389467536576609
17900.0,0.00019017454178538173,1.6853180568432435e-05,0.002856301973620694,0.004093933890497163,1.792175135051366e-05,0.0031756477706967306,0.004233409322840213
18000.0,0.0002870336174964905,0.0001619746908545494,0.010825025085032552,0.01257342890419419,0.00015748101577628404,0.010897947437249374,0.012549144555021614
18100.0,0.00019017125305254012,1.6872181731741875e-05,0.002866497775439751,0.00409631569298463,1.7977225070353597e-05,0.0031799791191606235,0.004239956445255167
18200.0,0.00019014900317415595,1.686532596067991e-05,0.0028582092771839186,0.0040955062701470745,1.7913936972036026e-05,0.003174451331629208,0.004232486398751716
18300.0,0.00019053401774726808,1.7258307707379572e-05,0.0028557531951140507,0.004142535967710683,1.8143811757909134e-05,0.0031718912778072273,0.00425955598501532
18400.0,0.0001901457435451448,1.6877578673302196e-05,0.002850254356325358,0.004096905600238973,1.7870204828795977e-05,0.003167513987381112,0.004227317007337215
