rep,id,r,g,b,X,Y,Z,source_file,valid_rgb,valid_xyz
0,109,68,231,169,0.1276296440617627,0.26517850096198936,0.1824821447347822,color_battery_amoled_B.csv,True,True
0,110,125,98,251,0.11307896314950558,0.07119906085151577,0.42565636055261336,color_battery_amoled_B.csv,True,True
0,111,235,199,42,0.27132047176469215,0.2704125560056673,0.015675845090715165,color_battery_amoled_B.csv,True,True
0,112,133,31,144,0.07274819624045224,0.03652736278691073,0.12464356513230117,color_battery_amoled_B.csv,True,True
0,113,20,182,70,0.06030555917968139,0.15342621547831073,0.031291413620150234,color_battery_amoled_B.csv,True,True
0,114,30,17,200,0.04634744621789839,0.02116733587897778,0.2724247152960753,color_battery_amoled_B.csv,True,True
0,115,136,184,30,0.10949147426503922,0.17588022766603634,0.011590040083035942,color_battery_amoled_B.csv,True,True
0,116,229,111,164,0.2305078567220477,0.14116902507110662,0.1595238597350494,color_battery_amoled_B.csv,True,True
0,117,112,198,114,0.10619018235022266,0.1941269287920484,0.07673438196511219,color_battery_amoled_B.csv,True,True
0,118,73,64,37,0.01921323037499097,0.019563674183137193,0.006732769975749373,color_battery_amoled_B.csv,True,True
0,119,223,233,241,0.2861909308674249,0.31429814187422106,0.36256379513657344,color_battery_amoled_B.csv,True,True
0,120,177,62,72,0.1173115716441521,0.06620263819724768,0.02528239984662348,color_battery_amoled_B.csv,True,True
0,121,40,150,158,0.060555103035799654,0.09984982727494604,0.15757204868725994,color_battery_amoled_B.csv,True,True
0,122,50,127,94,0.035980168541983854,0.06708345102761408,0.050125654569538054,color_battery_amoled_B.csv,True,True
0,123,167,214,136,0.17309937422529767,0.2503413190039768,0.10991060443665032,color_battery_amoled_B.csv,True,True
0,124,201,2,50,0.15760870237035804,0.07824218995037019,0.011265251547573357,color_battery_amoled_B.csv,True,True
0,125,95,168,228,0.11194711411428569,0.13401101820750239,0.3528051025554484,color_battery_amoled_B.csv,True,True
0,126,102,46,178,0.06076520835068658,0.03216837963173364,0.20514174990614734,color_battery_amoled_B.csv,True,True
0,127,239,135,100,0.2520558202869697,0.17392629413427377,0.0510079621051011,color_battery_amoled_B.csv,True,True
0,128,158,81,221,0.12901999060714184,0.07340742020875404,0.3294795252462073,color_battery_amoled_B.csv,True,True
0,129,8,248,9,0.12093337770444998,0.3293601173750625,0.018962658907081775,color_battery_amoled_B.csv,True,True
0,130,10,27,180,0.03605730375136796,0.017106123564528244,0.21404688626014676,color_battery_amoled_B.csv,True,True
0,131,159,179,100,0.13550276690273932,0.17548619107999858,0.05725214454304992,color_battery_amoled_B.csv,True,True
0,132,241,100,217,0.2606495817888565,0.1459387320386188,0.30215110667472456,color_battery_amoled_B.csv,True,True
0,133,104,205,15,0.10010273216074159,0.21136778819928248,0.011990158445703801,color_battery_amoled_B.csv,True,True
0,134,94,75,89,0.03711248635837867,0.031986886395085484,0.04336228514632749,color_battery_amoled_B.csv,True,True
0,135,200,225,143,0.22843724918689046,0.29560905759072703,0.12120816146859326,color_battery_amoled_B.csv,True,True
0,136,165,53,53,0.09828689698769608,0.05468069134892581,0.013524606779943629,color_battery_amoled_B.csv,True,True
0,137,48,156,227,0.09282101155172803,0.11215178424521946,0.35285294448427584,color_battery_amoled_B.csv,True,True
0,138,38,116,35,0.022974299236798456,0.052958331680300674,0.008109647806799838,color_battery_amoled_B.csv,True,True
0,139,175,220,245,0.21102342583380213,0.25591208092362977,0.38627199390807887,color_battery_amoled_B.csv,True,True
0,140,221,10,79,0.1970286133531916,0.09775133596460477,0.029523695800891866,color_battery_amoled_B.csv,True,True
0,141,72,163,153,0.07311631126195098,0.12136822125984477,0.1459690330138248,color_battery_amoled_B.csv,True,True
0,142,113,38,207,0.07904238557597454,0.038870536543480015,0.29014784872237,color_battery_amoled_B.csv,True,True
0,143,231,140,26,0.23446997418158938,0.1729778137974365,0.006053621563058847,color_battery_amoled_B.csv,True,True
0,144,137,91,163,0.08881419732571949,0.06213263000121842,0.16547759928243222,color_battery_amoled_B.csv,True,True
0,145,32,242,117,0.12140081907598417,0.30074702674965803,0.08540226921928548,color_battery_amoled_B.csv,True,True
0,146,18,85,251,0.07851073288063587,0.049583245476598536,0.43319574601705957,color_battery_amoled_B.csv,True,True
0,147,132,252,45,0.16462796169226965,0.3458474627264739,0.02557568343103359,color_battery_amoled_B.csv,True,True
0,148,233,44,151,0.22953700886810421,0.11586920458702085,0.13206625866877428,color_battery_amoled_B.csv,True,True
0,149,124,130,65,0.07094316457462385,0.08644701130134402,0.02337837876996466,color_battery_amoled_B.csv,True,True
0,150,255,0,0,0.2840336500970703,0.14126702724893483,0.00011189618003066671,color_battery_amoled_B.csv,True,True
0,151,0,255,255,0.1733336115134371,0.320321433435336,0.41499962434900683,color_battery_amoled_B.csv,True,True
0,152,255,255,255,0.34569973580471763,0.377386523590714,0.37869154942629624,color_battery_amoled_B.csv,True,True
0,153,100,0,0,0.031066092003157512,0.015377474297027979,1.1518928258091346e-05,color_battery_amoled_B.csv,True,True
0,154,0,100,0,0.01562798467950374,0.04132314397178297,0.0023424079878799652,color_battery_amoled_B.csv,True,True
0,155,0,0,100,0.009670710039993681,0.004420990474007958,0.05796671927307945,color_battery_amoled_B.csv,True,True
0,156,168,162,189,0.15424906455898646,0.15122097073459267,0.2291656857019821,color_battery_amoled_B.csv,True,True
