tablet_index,source_file,rep,color_id,r,g,b,X,Y,Z,white_X,white_Y,white_Z,grey_X,grey_Y,grey_Z,color_L,color_u,color_v,grey_L,grey_u,grey_v,delta_L,delta_u,delta_v,color_up,color_vp,grey_up,grey_vp,dup,dvp,fit_u,fit_v,rho,ellipse_residual
0,Apollo_spec_webcolor.csv,0,3,168.0,111.0,114.0,0.09547009581693373,0.07856708284539672,0.11996523982810507,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,52.379810817355505,27.685699294410067,0.7821886352249876,71.30673348520786,-0.007822190520545539,-3.73799430193142,-18.926922667852352,27.693521484930613,4.520182937156408,0.2337272257041655,0.43277791682283245,0.19306058068699136,0.4275968126299928,0.040666645017174124,0.005181104192839681,52.86663852232636,6.735435450691584,1.170915819122727,0.1709158191227269
0,Apollo_spec_webcolor.csv,0,4,146.0,121.0,86.0,0.07771700741715122,0.07839642416456984,0.06776395531860867,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,52.33026475880608,13.809452728595737,35.814959905427806,71.30673348520786,-0.007822190520545539,-3.73799430193142,-18.976468726401777,13.817274919116283,39.55295420735923,0.21336827791352847,0.4842755632595662,0.19306058068699136,0.4275968126299928,0.020307697226537108,0.05667875062957345,26.40000639449824,73.68237581844548,1.431211372620235,0.4312113726202349
0,Apollo_spec_webcolor.csv,0,5,91.0,131.0,91.0,0.06093455420688528,0.07618176315506091,0.07565427347128269,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,51.68067666330295,-15.24897661137293,31.99837684607204,71.30673348520786,-0.007822190520545539,-3.73799430193142,-19.62605682190491,-15.241154420852384,35.736371148003464,0.17037198254946365,0.47925657176783537,0.19306058068699136,0.4275968126299928,-0.022688598137527716,0.0516597591378426,-29.49517757878603,67.15768687919538,1.3760697905103616,0.3760697905103616
0,Apollo_spec_webcolor.csv,0,7,80.0,128.0,146.0,0.07863684245415001,0.07708446908837936,0.197717363115977,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,51.94695215419716,-14.1831534306114,-35.19860970099896,71.30673348520786,-0.007822190520545539,-3.73799430193142,-19.359781331010694,-14.175331240090854,-31.46061539906754,0.17206659713966418,0.3795071014734513,0.19306058068699136,0.4275968126299928,-0.020993983547327177,-0.04808971115654148,-27.29217861152533,-62.51662450350393,1.2604615240102128,0.26046152401021283
0,Apollo_spec_webcolor.csv,0,8,148.0,115.0,143.0,0.09786844585255451,0.0784024251485056,0.18986553759136401,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,52.33200819869438,13.119469701320716,-33.24533254223854,71.30673348520786,-0.007822190520545539,-3.73799430193142,-18.974725286513475,13.127291891841262,-29.507338240307124,0.21235339218969435,0.38276174491265513,0.19306058068699136,0.4275968126299928,0.019292811502702983,-0.04483506771733764,25.08065495351388,-58.28558803253893,1.1887365708723376,0.18873657087233764
0,Apollo_spec_webcolor.csv,0,9,217.0,156.0,160.0,0.17752031215066655,0.1516192147028116,0.24304403532303034,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,69.13322778951787,27.106600850996987,-2.37726370856597,71.30673348520786,-0.007822190520545539,-3.73799430193142,-2.1735056956899825,27.114423041517533,1.3607305933654499,0.22322995907945117,0.42898409223358364,0.19306058068699136,0.4275968126299928,0.03016937839245981,0.001387279603590863,39.220191910197755,1.803463484668122,0.8656712847030781,-0.13432871529692192
0,Apollo_spec_webcolor.csv,0,10,193.0,165.0,132.0,0.15185413790381497,0.1509342996540032,0.16724213074845523,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,69.00484245590445,13.565223125984769,30.466685514094895,71.30673348520786,-0.007822190520545539,-3.73799430193142,-2.3018910293034054,13.573045316505315,34.204679816026314,0.2081908374599549,0.46559192940254335,0.19306058068699136,0.4275968126299928,0.015130256772963535,0.037995116772550575,19.669333804852595,49.393651804315745,0.9772576241476413,-0.02274237585235872
0,Apollo_spec_webcolor.csv,0,11,138.0,177.0,137.0,0.1297800225121125,0.15062632044021956,0.18001963206759486,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,68.94698604361616,-14.205252679113341,27.93488451018796,71.30673348520786,-0.007822190520545539,-3.73799430193142,-2.3597474415916935,-14.197430488592795,31.67287881211938,0.17722044013133847,0.46279573809519725,0.19306058068699136,0.4275968126299928,-0.015840140555652887,0.03519892546520448,-20.592182722348753,45.75860310476582,0.9429886305918336,-0.057011369408166424
0,Apollo_spec_webcolor.csv,0,12,85.0,181.0,168.0,0.12834157618236075,0.14975014291355132,0.2683022925571249,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,68.78195640242588,-28.262528356156192,-6.922176885018446,71.30673348520786,-0.007822190520545539,-3.73799430193142,-2.5247770827819807,-28.254706165635646,-3.1841825830870265,0.16146130154021424,0.4238877285500488,0.19306058068699136,0.4275968126299928,-0.031599279146777126,-0.0037090840799439695,-41.07906289081026,-4.821809303927161,0.9092406845374407,-0.09075931546255933
0,Apollo_spec_webcolor.csv,0,13,130.0,174.0,194.0,0.1563751340680675,0.15260911868931343,0.35738886601804476,0.38602477505689714,0.38355788149814524,0.6194201413462388,0.16612761481519034,0.16353102644896608,0.27429532051964084,69.3181009704293,-13.744774290812463,-37.10690114884558,71.30673348520786,-0.007822190520545539,-3.73799430193142,-1.9886325147785584,-13.736952100291917,-33.36890684691416,0.17781628822996207,0.3904512772665424,0.19306058068699136,0.4275968126299928,-0.015244292457029296,-0.03714553536345039,-19.817580194138085,-48.2891959724855,0.9610359264358403,-0.03896407356415965
